provinceName;provinceID;districtName;districtID;neighborhoodName;neighborhoodID
Amasya;27;Suluova;157;Eraslan Köyü;160559
Amasya;27;Suluova;157;Maarif;203120
Amasya;27;Suluova;157;Armutlu Köyü;203121
Amasya;27;Suluova;157;Saraydüzü;205803
Amasya;27;Taşova;158;Gemibükü Köyü;47058
Amasya;27;Taşova;158;Şeyhli Köyü;47059
Amasya;27;Taşova;158;Yaylasaray Köyü;47063
Amasya;27;Taşova;158;Esençay Köyü;47070
Amasya;27;Taşova;158;Şahinler Köyü;47073
Amasya;27;Taşova;158;Belevi Köyü;47078
Amasya;27;Taşova;158;Kozluca Köyü;47085
Amasya;27;Taşova;158;Yayladibi Köyü;47113
Amasya;27;Taşova;158;Destek Köyü;47140
Amasya;27;Taşova;158;Doğu;47145
Amasya;27;Taşova;158;Ballıca Köyü;47173
Amasya;27;Taşova;158;Kavaloluğu Köyü;47184
Amasya;27;Taşova;158;Tepe;47190
Amasya;27;Taşova;158;Yemişen;47210
Amasya;27;Taşova;158;Alpaslan Köyü;47218
Amasya;27;Taşova;158;Dereköy Köyü;47220
Amasya;27;Taşova;158;Kumluca Köyü;47237
Amasya;27;Taşova;158;Geydoğan Köyü;47244
Amasya;27;Taşova;158;Sepetli Köyü;47262
Amasya;27;Taşova;158;Dereli Köyü;47264
Amasya;27;Taşova;158;Karabük Köyü;47277
Amasya;27;Taşova;158;Tatlıpınar Köyü;47280
Amasya;27;Taşova;158;Altınlı Köyü;47290
Amasya;27;Taşova;158;Mülkbükü Köyü;47316
Amasya;27;Taşova;158;Yeni;47319
Amasya;27;Taşova;158;Karlık Köyü;47352
Amasya;27;Taşova;158;Çaydibi Köyü;47402
Amasya;27;Taşova;158;Yenidere Köyü;47417
Amasya;27;Taşova;158;Çalkaya Köyü;47423
Amasya;27;Taşova;158;Hüsnüoğlu Köyü;47436
Amasya;27;Taşova;158;Gürsu Köyü;47441
Amasya;27;Taşova;158;Arpaderesi Köyü;47444
Amasya;27;Taşova;158;Kızgüldüren Köyü;47448
Amasya;27;Taşova;158;Çakırsu Köyü;47473
Amasya;27;Taşova;158;Karsavul Köyü;47475
Amasya;27;Taşova;158;Ardıçönü Köyü;47494
Amasya;27;Taşova;158;Korubaşı Köyü;47505
Amasya;27;Taşova;158;Ilıpınar Köyü;47508
Amasya;27;Taşova;158;Elmakırı Köyü;47512
Amasya;27;Taşova;158;Yeşiltepe Köyü;47531
Amasya;27;Taşova;158;Güvendik Köyü;47538
Amasya;27;Taşova;158;Tekpınar Köyü;48100
Amasya;27;Taşova;158;Sanayi;48103
Amasya;27;Taşova;158;Yolaçan Köyü;48123
Amasya;27;Taşova;158;Yeşilyurt Köyü;48124
Amasya;27;Taşova;158;Türkmendamı Köyü;48130
Amasya;27;Taşova;158;Güngörmüş Köyü;48141
Amasya;27;Taşova;158;Özbaraklı Köyü;48143
Amasya;27;Taşova;158;Gökpınar Köyü;48243
Amasya;27;Taşova;158;Alçakbel Köyü;48244
Amasya;27;Taşova;158;Durucasu Köyü;48246
Amasya;27;Taşova;158;Andıran Köyü;48274
Amasya;27;Taşova;158;Yeşılırmak;48281
Amasya;27;Taşova;158;Devre Köyü;48332
Amasya;27;Taşova;158;Uluköy Köyü;48370
Amasya;27;Taşova;158;Dörtyol Köyü;48374
Amasya;27;Taşova;158;Çambükü Köyü;48400
Amasya;27;Taşova;158;Çılkıdır Köyü;48612
Amasya;27;Taşova;158;Hacıbey Köyü;136679
Amasya;27;Taşova;158;Tekke Köyü;153848
Amasya;27;Taşova;158;Ilıca Köyü;155134
Amasya;27;Taşova;158;Kırkharman Köyü;156227
Amasya;27;Taşova;158;Karamuk Köyü;156437
Amasya;27;Taşova;158;Tutluk Köyü;156438
Amasya;27;Taşova;158;Mercimek Köyü;157247
Amasya;27;Taşova;158;Yerkozlu Köyü;158402
Amasya;27;Taşova;158;Yukarıbaraklı Köyü;158976
Amasya;27;Taşova;158;Sofualan Köyü;203122
Amasya;27;Taşova;158;Boraboy Köyü;205318
Çorum;41;Alaca;326;Çatalkaya Köyü;156000
Çorum;41;Alaca;326;Dölderesi Köyü;156083
Çorum;41;Alaca;326;Evci Köyü;156091
Çorum;41;Alaca;326;Tevfikiye Köyü;156092
Çorum;41;Alaca;326;Tutluca Köyü;156093
Çorum;41;Alaca;326;İbrahim Köyü;156104
Çorum;41;Alaca;326;Kayabüğet Köyü;156105
